dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
8942,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-11,2015-11-16,,975.0,,,,,, , , , , , ,,2014-03-28 01:34:19-05,2015-10-22 02:59:02-05,,,,,2013-11-26 18:00:00-06,2015-10-20 03:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
8986,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-13,2014-06-02,,975.0,,,,,, , , , , , ,,2014-03-30 01:34:18-05,2014-05-01 14:59:02-05,,,,,2013-12-10 18:00:00-06,2014-04-30 18:59:00-05,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
5226,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-13,2014-08-30,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:19-05,2014-08-23 01:35:02-05,,,,,2014-01-01 18:00:00-06,2014-08-21 18:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
4224,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-13,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:19-05,2015-10-22 02:59:01-05,,,,,2014-02-20 02:00:00-06,2015-10-20 05:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
4438,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-13,2015-11-16,,712.0,,,,,, , , , , , ,,2014-03-27 08:35:02-05,2015-10-22 02:59:01-05,,,,,2013-11-26 18:00:00-06,2015-10-21 19:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
7693,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-13,2015-11-16,,975.0,,,,,, , , , , , ,,,,,,,,2013-11-23 18:00:00-06,2015-10-20 03:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,
8029,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-13,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-31 01:34:19-05,2015-10-21 10:59:01-05,,,,,2013-12-10 18:00:00-06,2015-10-20 02:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
1284,,Apartment,,,,,,,Civita - Control,San Diego,California,,2013-11-14,2014-02-16,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,,Town Home,,,,,,,Civita - Control,San Diego,California,,2013-11-14,2014-07-02,,1547.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,yes,Town Home,,,,,,,Civita - Text Message,San Diego,California,,2013-11-14,,,1580.0,,,,,, , , , , ,yes,,,,,,,,2014-05-06 19:00:00-05,2014-08-25 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
9139,,Apartment,,,,,yes,,,Austin,Texas,,2013-11-18,2014-08-01,,606.0,,,,,, , , , , , ,,,,,,,,2013-11-21 18:00:00-06,2014-07-31 23:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,
6231,,Town Home,,,,,,,Civita - Control,San Diego,California,,2013-11-20,2013-12-06,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6547,yes,Town Home,,,,,,,Civita - Control,San Diego,California,,2013-11-20,,,1547.0,,,,,, , , , , , ,,,,,,,,2014-03-01 00:00:00-06,2015-10-02 13:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
8117,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-04,2014-06-20,,712.0,,,,,, , , , , , ,,2014-03-28 01:34:19-05,2014-06-19 10:59:02-05,,,,,2013-12-18 18:00:00-06,2014-06-18 18:59:00-05,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
7468,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-04,2015-02-28,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:19-05,2015-02-27 18:59:02-06,,,,,2014-01-14 18:00:00-06,2015-02-27 02:31:00-06,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
2465,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-04,2015-04-08,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:19-05,2015-03-26 06:59:01-05,,,,,2014-01-30 18:00:00-06,2015-03-26 03:56:00-05,yes,yes,,,,,,,,,,,,,,,,,,,yes,,yes,,yes,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
507,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-04,2015-11-16,,975.0,,,,,, , , , , , ,,2014-03-30 01:34:19-05,2015-10-21 10:59:01-05,,,,,2014-02-21 00:00:00-06,2015-10-20 04:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
5456,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-04,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-28 01:34:18-05,2015-10-22 02:59:01-05,,,,,2013-12-18 18:00:00-06,2015-10-21 19:36:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
7893,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-04,2016-06-16,,1200.0,,,,,, , , , , , ,,2014-03-27 08:35:01-05,2015-08-27 22:59:01-05,,,,,2013-12-20 18:00:00-06,2015-08-27 03:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
3615,yes,Single-Family Home,,,yes,,,,,Bee Cave,Texas,,2013-12-05,,,5956.0,4301.0,1655.0,,,, , , , , , ,,,,,,,,2013-12-05 18:00:00-06,2015-04-10 00:59:00-05,yes,yes,,,,,,,yes,yes,yes,yes,yes,,,,yes,,,,,,,yes,,yes,yes,,,,,yes,,yes,,yes,yes,yes,yes,yes,,,,yes,,yes,,,,yes,,yes,,,,yes,,yes,yes,,,,,yes,yes,yes,
954,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-06,2015-12-03,,627.0,,,,,, , , , , , ,,,,,,,,2013-12-10 18:00:00-06,2015-12-03 05:43:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
4660,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-06,2015-12-03,,832.0,,,,,, , , , , , ,,,,,,,,2013-12-06 18:00:00-06,2015-10-20 03:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
5087,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-10,2016-06-16,,1200.0,,,,,, , , , , , ,,2014-03-28 01:34:19-05,2015-10-22 02:59:01-05,,,,,2013-12-21 18:00:00-06,2015-10-20 04:59:00-05,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
7013,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2014-04-28,,712.0,,,,,, , , , , , ,,2014-03-28 01:34:01-05,2014-04-02 18:59:01-05,,,,,2014-01-11 18:00:00-06,2014-04-01 18:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
9165,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2014-11-24,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:20-05,2014-10-31 10:59:01-05,,,,,2013-12-21 18:00:00-06,2014-10-30 18:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
5944,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2015-04-16,,975.0,,,,,, , , , , , ,,2014-04-01 01:35:18-05,2015-04-16 14:59:01-05,,,,,2014-01-15 18:00:00-06,2015-04-16 03:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
2667,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-26 13:28:19-05,2015-09-23 22:59:01-05,,,,,2013-12-21 18:00:00-06,2015-09-23 02:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
3886,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2015-11-16,,712.0,,,,,, , , , , , ,,2014-03-28 01:34:02-05,2015-10-22 02:59:01-05,,,,,2014-03-27 00:00:00-05,2015-10-09 13:46:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
5279,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2015-11-16,,712.0,,,,,, , , , , , ,,2014-03-28 01:34:20-05,2015-10-21 10:59:01-05,,,,,2014-01-10 18:00:00-06,2015-10-20 05:59:00-05,yes,yes,,,,,,,,,yes,,,,,,yes,,,,,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
7585,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-16,2016-06-16,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:18-05,2015-10-21 10:59:02-05,,,,,2014-01-14 18:00:00-06,2015-10-20 03:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
8122,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-17,2015-12-03,,627.0,,,,,, , , , , , ,,,,,,,,2013-12-17 18:00:00-06,2015-10-20 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
1646,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,2013-12-17,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-18,2014-04-30,,627.0,,,,,, , , , , , ,,,,,,,,2014-01-16 18:00:00-06,2014-03-26 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
2751,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-19,2015-11-05,,705.0,,,,,, , , , , , ,,,,,,,,2014-02-15 18:00:00-06,2015-10-20 06:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
68,,Apartment,,,,,yes,,,Austin,Texas,,2013-12-19,2015-11-16,,975.0,,,,,, , , , , , ,,2014-03-30 01:34:18-05,2014-08-17 02:59:01-05,,,,,2014-01-14 18:00:00-06,2015-08-19 02:36:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
9624,yes,Apartment,,,,,yes,,,Austin,Texas,,2013-12-19,,,751.0,,,,,, , , , , , ,1,,,,,,,2014-02-05 18:00:00-06,2015-11-16 03:59:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
3973,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-02,2014-11-30,,832.0,,,,,, , , , , , ,,,,,,,,2014-01-02 18:00:00-06,2014-09-20 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
4910,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-06,2015-11-16,,975.0,,,,,, , , , , , ,,2014-03-30 01:34:19-05,2015-11-16 06:59:01-06,,,,,2014-03-11 19:00:00-05,2015-09-04 03:39:00-05,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
8848,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-06,2015-11-16,,1200.0,,,,,, , , , , , ,,2014-03-30 01:34:16-05,2015-10-21 10:59:01-05,,,,,2014-01-15 18:00:00-06,2015-10-20 03:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
692,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,2014-01-06,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,2014-01-06,,,,,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-08,2015-02-28,,712.0,,,,,, , , , , , ,,2014-03-26 13:28:19-05,2015-02-28 23:58:01-06,,,,,2014-01-09 18:00:00-06,2015-02-28 23:59:00-06,yes,yes,,,,,,,yes,,yes,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
5252,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-09,2015-11-16,,975.0,,,,,, , , , , , ,,2014-03-28 10:19:18-05,2015-10-21 10:59:01-05,,,,,2014-01-10 18:00:00-06,2015-10-20 02:59:00-05,yes,yes,,,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
6799,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,2014-01-10,,2002,5953.0,3274.5,,,,2678.5, , , , , , ,,,,,,,,2014-01-11 18:00:00-06,2016-11-16 06:59:00-06,yes,yes,,yes,yes,yes,,,yes,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,yes,,,,,yes,,,,,,yes,,,,,,yes,,,,,yes,,,yes,,,,,,,,,
6334,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-14,2015-11-05,,750.0,,,,,, , , , , , ,,,,,,,,2014-01-23 18:00:00-06,2015-11-05 16:18:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
7276,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-14,2015-11-06,,825.0,,,,,, , , , , , ,,,,,,,,2014-02-07 18:00:00-06,2015-11-06 10:00:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,
2366,yes,Apartment,,,,,yes,,,Austin,Texas,,2014-01-14,,,751.0,,,,,, , , , , , ,1,,,,,,,2014-02-19 00:00:00-06,2015-04-11 23:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
6953,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,2014-01-14,,,,,,,,, , , , , ,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,yes,Apartment,,,,,yes,,,Austin,Texas,,2014-01-14,,,1001.0,,,,,, , , , , , ,1,,,,,,,2014-02-04 18:00:00-06,2015-10-20 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,
8807,yes,Apartment,,,,,yes,,,Austin,Texas,,2014-01-15,,,713.0,,,,,, , , , , , ,1,,,,,,,2014-01-18 18:00:00-06,2017-08-26 02:32:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
5552,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-29,2015-06-17,,816.0,,,,,, , , , , , ,,,,,,,,2014-01-29 18:00:00-06,2015-06-17 03:32:00-05,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
130,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-29,2015-11-05,,1079.0,,,,,, , , , , , ,,,,,,,,2014-02-06 18:00:00-06,2015-11-05 10:54:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,yes,,
2505,,Apartment,,,,,yes,,,Austin,Texas,,2014-01-30,2014-04-30,,1200.0,,,,,, , , , , , ,,2014-03-31 11:21:01-05,2014-04-30 10:59:01-05,,,,,2014-02-12 18:00:00-06,2014-04-29 18:59:00-05,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,
4974,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-01-30,2016-03-23,2001,2393.0,1245.0,1148.0,,,, , , , , , ,,,,,,,,2014-06-25 00:00:00-05,2016-03-11 02:59:00-06,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
9836,yes,Town Home,,,,,,,Civita - Text Message,San Diego,California,yes,2014-01-30,,,,,,,,, , , , , ,yes,,,,,,,,2014-07-08 00:00:00-05,2016-06-05 02:34:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
7213,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,2014-02-16,1988,1400.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,2014-03-13,1992,1216.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,2014-04-09,1990,2300.0,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,2014-10-01,1991,2424.0,1406.0,1018.0,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,2014-10-14,1988,1539.0,798.0,741.0,,,, , , , , , ,,,,,,,,2014-05-23 19:00:00-05,2014-10-12 18:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,
7001,,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,2016-11-30,1955,2047.0,1386.0,661.0,,,, , , , , ,yes,,,,,,,,2014-03-12 01:00:00-05,2016-12-30 04:59:00-06,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
698,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,2014-02-04,,1992,2370.0,966.0,756.0,,,648.0, , , , , ,yes,,,,,,,,2014-04-10 00:00:00-05,2015-06-02 02:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
1350,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,,1992,2332.0,786.0,798.0,,,748.0, , , , , , ,,,,,,,,2014-06-25 00:00:00-05,2016-01-15 05:59:00-06,yes,yes,,yes,,,,,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
1766,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,,1924,2564.0,1498.0,1066.0,,,, , , , , ,yes,,,,,,,,2014-03-20 00:00:00-05,2017-08-26 06:59:00-05,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,yes,,yes,,,,,,,,
2523,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,,1982,4306.0,2464.0,400.0,,,1442.0, , , , , ,yes,,,,,,,,2014-04-30 00:00:00-05,2016-12-20 02:59:00-06,yes,yes,,yes,yes,yes,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
2903,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,,1953,3049.0,1705.0,,,,1344.0, , , , , ,yes,,,,,,,,2014-03-19 00:00:00-05,2015-05-17 02:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,yes,yes,,,,,,,,,,yes,,yes,,,,,,,,,yes,,,yes,,,,,,,yes,yes,,,,,,,,,
3734,yes,Single-Family Home,,,,,,,,Boulder,Colorado,,2014-02-04,,2004,4673.0,1689.0,1430.0,,,1554.0, , , , , , ,,,,,,,,2014-05-14 00:00:00-05,2017-08-26 05:59:00-05,yes,yes,,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
4499,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,2014-02-04,,1992,2438.0,1012.0,868.0,,,558.0, , , , , ,yes,,,,,,,,2014-03-16 19:00:00-05,2016-06-10 02:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,yes,yes,,,,,,,,,
4703,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,2014-02-04,,1948,1985.0,1412.0,573.0,,,, , , , , , ,,,,,,,,2014-05-25 19:00:00-05,2017-07-04 04:59:00-05,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
4830,yes,Single-Family Home,,,,,,,,Boulder,Colorado,yes,2014-02-04,,2009,3971.0,1873.0,1367.0,,,731.0, , , , , ,yes,,,,,,,,2014-02-04 18:00:00-06,2017-08-26 06:59:00-05,yes,yes,yes,,,,,,yes,,,,,,,yes,yes,,,,yes,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,yes,,yes,,,,,,,,,
